id_band,score,name,has_transitions,albumCount,review_count
37126,0.95,Ambehr,True,1.0,1
37129,0.8228866471637966,Amorphis,True,13.0,1
37136,0.827125,Antestor,True,4.0,1
37148,0.375,As Divine Grace,True,2.0,1
37149,0.8300000000000001,As Sahar,True,3.0,1
37150,0.7993333333333333,Ashes You Leave,True,5.0,1
37152,0.9,Assignment,True,2.0,1
37153,0.8,Astral Sleep,True,1.0,1
37156,0.65,Atanab,True,1.0,1
37159,0.6439999999999999,Aurora Forrest,True,1.0,1
37161,0.7799999999999999,Avatar,True,6.0,1
37162,1.0,Baalberith,True,1.0,1
37183,0.8987499999999999,Carbonized,True,2.0,1
37184,0.9,Carnarium,True,1.0,1
37186,0.9199999999999999,Celestial Season,True,2.0,1
37187,0.7257214285714285,Celtic Frost,True,5.0,1
37189,0.8416666666666667,Chaos Divine,True,3.0,1
37194,0.7,Coldbound,True,1.0,1
37195,0.15,Convergence,True,1.0,1
37198,0.9139999999999999,Cormorant,True,2.0,1
37199,0.71,Corruption,True,1.0,1
37200,0.7515972222222222,Crematory,True,12.0,1
37204,0.8049999999999999,Cryptal Darkness,True,1.0,1
37207,0.43333333333333335,Cursed Cemetery,True,3.0,1
37212,0.91,Dark,True,1.0,1
37216,0.7333333333333334,Darklord,True,1.0,1
37217,0.83875,Darkseed,True,4.0,1
37227,0.895,December Wolves,True,2.0,1
37230,0.725,Demonic Christ,True,1.0,1
37238,0.7375,Diaboli,True,4.0,1
37239,0.55,Diathra,True,1.0,1
37240,0.9052777777777778,Die Apokalyptischen Reiter,True,9.0,1
37241,0.7858333333333333,Dies Irae,True,3.0,1
37255,0.78,Elbereth,True,1.0,1
37260,0.9,Entropia,True,1.0,1
37268,0.87,Evolvent,True,1.0,1
37270,0.6,Excision,True,1.0,1
37271,0.9055555555555556,Eyes of Ligeia,True,3.0,1
37272,0.15,Faithful Darkness,True,1.0,1
37273,0.8086111111111111,Fall of the Leafe,True,6.0,1
37276,0.6918410293410293,Fear Factory,True,9.0,1
37277,0.0,Fetal Zombie,True,1.0,1
37286,0.7905000000000001,Funeral,True,6.0,1
37292,0.8686111111111111,Ghost Brigade,True,3.0,1
37296,0.79,Gothic Sky,True,1.0,1
37300,0.8067666666666666,Green Carnation,True,5.0,1
37301,0.6799999999999999,Grenouer,True,4.0,1
37304,0.9,GuilThee,True,1.0,1
37306,0.8199761904761904,Haggard,True,4.0,1
37310,0.9,Hazael,True,1.0,1
37318,0.84,Hybernoid,True,1.0,1
37320,0.8925000000000001,Hyponic,True,2.0,1
37327,0.6220442531949709,In Flames,True,11.0,1
37337,0.71,Inner Missing,True,1.0,1
37344,0.8287142857142857,Isengard,True,2.0,1
37349,0.8253481028775146,Katatonia,True,11.0,1
37354,0.87,Krüger,True,1.0,1
37357,0.8630208333333333,Lacrimas Profundere,True,8.0,1
37358,0.785,Lament,True,1.0,1
37359,0.7613333333333333,Legion of Doom,True,5.0,1
37381,0.7,Minushuman,True,1.0,1
37391,0.785,Morgirion,True,1.0,1
37395,0.2,Mortus,True,1.0,1
37396,0.9058333333333334,Mr. Bungle,True,3.0,1
37397,0.7669999999999999,Mutilator,True,2.0,1
37398,0.7939854034854036,My Dying Bride,True,13.0,1
37406,0.6677083333333333,Nightfall,True,8.0,1
37416,0.8727777777777778,Nuclear Death,True,3.0,1
37420,0.55,Obsidian Kingdom,True,1.0,1
37425,0.94,On Thorns I Lay,True,3.0,1
37427,0.8336666666666666,Opera IX,True,5.0,1
37435,0.8388259637188209,Paradise Lost,True,14.0,1
37439,0.8573611111111111,Protector,True,6.0,1
37441,0.8275,Psychopathic Terror,True,1.0,1
37448,0.65,Requiem Aeternam,True,1.0,1
37460,0.875,Sadness,True,1.0,1
37461,0.7667181818181817,Sadus,True,5.0,1
37469,0.35,Schammasch,True,1.0,1
37481,0.7082348484848484,Soilwork,True,10.0,1
37496,0.8421666666666667,Stormlord,True,5.0,1
37503,0.82,Tchort,True,1.0,1
37512,0.8224242424242424,The Gathering,True,11.0,1
37515,0.808938135938136,Therion,True,15.0,1
37518,0.8370000000000001,Throne of Chaos,True,3.0,1
37519,0.7,Thy Flesh,True,1.0,1
37520,0.8487476190476191,Tiamat,True,10.0,1
37524,0.7,Toscrew,True,1.0,1
37552,0.91,Xysma,True,2.0,1
37553,0.6983333333333333,Yattering,True,4.0,1
37562,0.88,Свентояр,True,1.0,1
37565,0.825,Godkiller,True,2.0,1
37569,0.6032585034013606,All That Remains,True,7.0,1
37571,0.7870229076479077,Anathema,True,12.0,1
37575,0.9666666666666667,Belial,True,1.0,1
37577,0.5166666666666667,Bleed from Within,True,3.0,1
37580,0.8500000000000001,Blood Duster,True,4.0,1
37589,0.98,Camlann,True,1.0,1
37593,0.7475,Crisis,True,2.0,1
37601,0.78125,Embodyment,True,4.0,1
37602,0.8875,Eye of Solitude,True,2.0,1
37607,0.87,Forgotten Sunrise,True,1.0,1
37630,0.8274999999999999,Meathook Seed,True,1.0,1
37633,0.35,Mind Riot,True,1.0,1
37649,0.8575,Psychic Possessor,True,2.0,1
37654,0.85,Reclusa,True,1.0,1
37666,0.83,Shadowsphere,True,1.0,1
37693,0.8150000000000001,Noctiferia,True,2.0,1
37695,0.9171296296296296,Satan's Host,True,9.0,1
37696,0.6540490428375043,Sepultura,True,13.0,1
37697,0.8,Ankhagram,True,4.0,1
37699,0.7469642857142857,Cynic,True,3.0,1
37701,0.8900000000000001,Exivious,True,2.0,1
37702,0.85,Ghouls Come Knockin',True,1.0,1
37706,0.8119999999999999,Massacra,True,5.0,1
37707,0.7999999999999999,Oblivion Machine,True,3.0,1
37708,0.8760484848484849,Orphaned Land,True,5.0,1
37709,0.41,Pyogenesis,True,3.0,1
37713,0.6225,The Showdown,True,4.0,1
37714,0.8129761904761904,Theatre of Tragedy,True,7.0,1
37719,0.88,Gladiator,True,1.0,1
37723,0.82,Frozen Mist,True,5.0,1
16692,0.7949999999999999,Carpe Tenebrum,True,2.0,1
28497,0.9,Changer,True,1.0,1
28505,0.8511199716462873,Dissection,True,3.0,1
28530,0.8020833333333333,Nuclear Blast Allstars,True,2.0,1
29790,0.95,Circle,True,1.0,1
31014,0.3,Extreme Napalm Terror,True,2.0,1
31386,0.8079999999999999,Gorerotted,True,3.0,1
32034,0.8,Kaothic,True,1.0,1
35192,0.85,Vormit,True,1.0,1
35674,0.7902777777777779,Aeternus,True,6.0,1
35677,0.4,Amsvartner,True,1.0,1
35686,0.7293333333333333,Astarte,True,5.0,1
35687,0.86,Astimi,True,1.0,1
35688,0.788888888888889,Auroch,True,2.0,1
35690,0.81,Azazel,True,1.0,1
35698,0.6950000000000001,Betrayer,True,1.0,1
35701,0.9033333333333333,Blinded by Faith,True,3.0,1
35702,0.9125000000000001,Bloodthorn,True,2.0,1
35704,0.235,Bludgeon,True,1.0,1
35715,0.7949999999999999,Crimson Massacre,True,2.0,1
35723,0.85,Demented Ted,True,1.0,1
35736,0.76,Dissector,True,1.0,1
35739,0.8966666666666666,Dragon,True,3.0,1
35773,0.6950000000000001,In Battle,True,4.0,1
35775,0.8645595238095238,In Mourning,True,4.0,1
35777,0.6266666666666666,In Silent,True,1.0,1
35792,0.85,Lehavoth,True,1.0,1
35797,0.93,Makina,True,1.0,1
35799,0.74,Mantas,True,2.0,1
35808,0.8446666666666667,Myrkskog,True,2.0,1
35810,0.8583333333333334,Nahemah,True,3.0,1
35840,0.75,Process,True,1.0,1
35851,0.8375,Sangre Eterna,True,2.0,1
35863,0.6900000000000001,Skrew,True,5.0,1
35868,0.8875,Stielas Storhett,True,2.0,1
35879,0.9,Thalarion,True,2.0,1
35885,0.76,Ululate,True,1.0,1
35888,0.6877777777777777,Unmoored,True,3.0,1
35892,0.63,WhipKraft,True,1.0,1
35922,0.55,Abnegation,True,1.0,1
36072,0.865,Cadaverous Condition,True,2.0,1
36409,0.5833333333333334,Himsa,True,3.0,1
36621,0.78125,Neuropathia,True,4.0,1
36710,0.25,Progtronic,True,1.0,1
36792,0.895,Scheitan,True,1.0,1
36929,0.7150000000000001,The Breathing Process,True,2.0,1
37090,0.8167503908128908,Carcass,True,6.0,1
37118,0.7125,Algaion,True,2.0,1
37121,0.5725,Allerjen,True,2.0,1
37122,0.86,Allfader,True,2.0,1
37133,0.8,Angelcide,True,1.0,1
37137,0.5,Anthems of Gomorrah,True,1.0,1
37139,0.7533333333333334,Antim Grahan,True,3.0,1
37146,0.91,Armoured Angel,True,1.0,1
37157,0.4,Atra Hora,True,1.0,1
37158,0.675,Atrophia Red Sun,True,2.0,1
37164,0.8138019639674052,Behemoth,True,10.0,1
37166,0.8912857142857142,Benighted,True,7.0,1
37169,0.84,Black Hate,True,1.0,1
37185,0.7420291005291006,Catamenia,True,9.0,1
37191,0.685,Chryseis,True,1.0,1
37201,0.9025,Crimson Moonlight,True,3.0,1
37210,0.66,Dantalion,True,4.0,1
37220,0.7052777777777778,De Profundis,True,3.0,1
37231,0.7617777777777778,Demonic Resurrection,True,3.0,1
37236,0.7966666666666667,Deviator,True,3.0,1
37237,0.6808418367346939,DevilDriver,True,7.0,1
37251,0.8875,Dystrophy,True,2.0,1
37263,0.7939761904761904,Eternal Tears of Sorrow,True,7.0,1
37265,0.73,Ethereal,True,1.0,1
37267,0.85,Evoke Thy Lords,True,1.0,1
37275,0.93,Far Beyond,True,1.0,1
37279,0.8029999999999999,Flames,True,5.0,1
37280,0.79,Flesh Made Sin,True,1.0,1
37282,0.78,Forest of Impaled,True,2.0,1
37287,0.7,Funeral Rites,True,1.0,1
37290,0.803611111111111,Gehenna,True,6.0,1
37299,0.89,Grecco,True,1.0,1
37303,0.6555555555555556,Guerra Total,True,3.0,1
37314,0.7486666666666667,Hexx,True,3.0,1
37322,0.8233333333333334,Ikuinen Kaamos,True,2.0,1
37323,0.7150000000000001,Illnath,True,2.0,1
37350,0.8364781746031746,Keep of Kalessin,True,6.0,1
37361,0.7000000000000001,Lifend,True,1.0,1
37362,0.9275,Lilitu,True,2.0,1
37372,0.9316666666666666,Mammoth Grinder,True,3.0,1
37378,0.8833333333333333,Mendeed,True,2.0,1
37380,0.81,Mindscar,True,1.0,1
37399,0.6533333333333333,Mystic Circle,True,2.0,1
37404,0.8175,Nidingr,True,2.0,1
37408,0.52,Noein,True,1.0,1
37411,0.8833333333333333,North,True,3.0,1
37415,1.0,Nox Intempesta,True,1.0,1
37419,0.735,Obscyria,True,1.0,1
37422,0.9,Ocultan,True,1.0,1
37431,0.82,Outlying,True,1.0,1
37471,0.8500000000000001,Seventh Angel,True,2.0,1
37474,0.845,Silencer,True,2.0,1
37483,0.81,Solomonic Demons,True,1.0,1
37500,0.6725000000000001,Swordmaster,True,2.0,1
37505,0.7374999999999999,Temple of Baal,True,4.0,1
37517,0.774,Thou Art Lord,True,5.0,1
37531,0.6499999999999999,Unearthly,True,2.0,1
37557,0.8,Zushakon,True,1.0,1
37582,0.3,Bloodshot,True,1.0,1
37595,0.95,Dead in the Water,True,1.0,1
37605,0.66625,Fear My Thoughts,True,4.0,1
37620,0.5824999999999999,Intestinal Disgorge,True,5.0,1
37626,0.038571428571428576,Legion of Thor,True,7.0,1
37639,0.7850949735449736,Napalm Death,True,15.0,1
37648,0.75,Prosthetic Orchestra,True,1.0,1
37650,0.9,Pulmonary Fibrosis,True,1.0,1
37658,0.5,Rising Dream,True,1.0,1
37686,0.89,Voice of Destruction,True,1.0,1
37710,0.5251666666666667,Soulfly,True,10.0,1
37718,0.6622666666666667,Extreme Noise Terror,True,5.0,1
7,0.89,1917,False,3.0,1
32,0.8,Abaddon,False,1.0,1
53,0.92,Abhordium,False,1.0,1
87,0.575,Abominattion,False,1.0,1
93,0.7808112535612536,Aborted,False,9.0,1
98,0.8,Abortus,False,1.0,1
100,0.815,Abramelin,False,2.0,1
101,0.7,Abrasion,False,1.0,1
107,0.7949999999999999,Abscession,False,1.0,1
121,0.87,Absorb,False,1.0,1
141,0.76,Abysmal Dawn,False,4.0,1
143,0.8500000000000001,Abysme,False,1.0,1
156,0.83,Abyssus,False,1.0,1
180,0.8625,Acrostichon,False,2.0,1
181,0.55,Act of Gods,False,2.0,1
190,0.752,Ad Patres,False,1.0,1
202,0.8183333333333334,Adramelech,False,3.0,1
206,0.7092857142857143,Aeon,False,4.0,1
208,0.95,Aeons of Eclipse,False,1.0,1
212,0.05,Aeturnus,False,1.0,1
213,0.3,Aeturnus Dominion,False,1.0,1
225,0.75,Afterlife,False,1.0,1
240,0.7,Aggressor,False,1.0,1
245,0.694,Agnostic,False,1.0,1
256,0.7,Agony Divine,False,1.0,1
257,0.9266666666666667,Agony Lords,False,2.0,1
259,0.05,Agoraphobia,False,1.0,1
265,0.95,Agretator,False,1.0,1
309,0.7085,Altar,False,4.0,1
312,0.7,Altar of Giallo,False,1.0,1
316,0.835,Altars,False,1.0,1
330,0.8,Amboss,False,1.0,1
345,0.77,Amon,False,1.0,1
347,0.575,Among Gods,False,2.0,1
349,0.8,Amorbital,False,1.0,1
362,0.65,Amüza,False,1.0,1
367,0.95,Anal Stench,False,1.0,1
375,0.8783333333333333,Anasarca,False,3.0,1
384,0.85,Ancestor,False,1.0,1
386,0.7,Ancestral,False,1.0,1
389,0.65,Ancient Ascendant,False,1.0,1
394,0.8,Ancient Existence,False,1.0,1
408,0.75,Angel Negro,False,1.0,1
417,0.71,Angerpath,False,1.0,1
461,0.75,Anthem,False,1.0,1
481,0.6,Antropomorphia,False,1.0,1
496,0.72,Apnea,False,1.0,1
506,0.7283333333333333,Apocalyptic Visions,False,2.0,1
510,0.2,Apocryphal,False,1.0,1
515,0.8066666666666666,Apophis,False,3.0,1
519,0.53,Apoplexy,False,1.0,1
542,0.73,Arakhne,False,1.0,1
558,0.73,Architecture of Aggression,False,1.0,1
579,0.7858333333333333,Armagedon,False,3.0,1
583,0.79,Arsames,False,1.0,1
623,0.53,Ashura,False,1.0,1
632,0.74,Asmodina,False,1.0,1
678,0.9,Ataraxy,False,1.0,1
680,0.84,Ataxia,False,1.0,1
697,0.85,Atomwinter,False,1.0,1
720,0.825,Authorize,False,1.0,1
727,0.795047619047619,Autopsy,False,7.0,1
728,0.5,Autopsy Torment,False,1.0,1
739,0.8644444444444445,Avulsed,False,6.0,1
751,0.8358333333333334,Axis Powers,False,2.0,1
752,0.3,Axon,False,1.0,1
770,0.8333333333333334,Backyard Mortuary,False,1.0,1
780,0.9,Banished,False,1.0,1
781,0.815,Banished from Inferno,False,1.0,1
782,0.880625,Baphomet,False,2.0,1
795,0.8,Bassaium,False,1.0,1
801,0.85,Bastard Grave,False,1.0,1
802,0.84625,Bastard Priest,False,2.0,1
810,0.69,Battalion,False,1.0,1
814,0.71,Beanflipper,False,1.0,1
837,0.6,Belching Beet,False,1.0,1
855,0.8051666666666666,Benediction,False,7.0,1
889,0.9099999999999999,Beyond,False,1.0,1
895,0.72,Beyond Hell,False,1.0,1
897,0.88,Beyond Mortal Dreams,False,1.0,1
906,0.8,Binah,False,1.0,1
931,0.6,Black Mad Lice,False,1.0,1
939,0.9,Black September,False,1.0,1
949,0.65,Blackthorn,False,1.0,1
958,0.72,Blasphereion,False,1.0,1
960,0.8049999999999999,Blaspherian,False,1.0,1
963,0.75,Blastanus,False,2.0,1
965,0.95,Blastcorps,False,1.0,1
980,0.6,Bleeding Display,False,1.0,1
1015,0.95,Blood Incantation,False,1.0,1
1020,0.7400000000000001,Blood Mortized,False,3.0,1
1024,0.96,Blood of Christ,False,1.0,1
1028,0.8200000000000001,Blood Rainbow,False,1.0,1
1029,0.7538333333333334,Blood Red Throne,False,8.0,1
1030,0.77,Blood Ritual,False,1.0,1
1038,0.7929285714285714,Bloodbath,False,4.0,1
1043,0.895,Bloodgasm,False,1.0,1
1047,0.7,Bloodgut,False,1.0,1
1080,0.7,Bloodstained Coffin,False,1.0,1
1092,0.8,Bloodwork,False,1.0,1
1128,0.79,Bodyfarm,False,2.0,1
1134,0.8625296103750051,Bolt Thrower,False,8.0,1
1137,0.7216666666666667,Bone Gnawer,False,2.0,1
1145,0.7675,Bonesaw,False,2.0,1
1165,0.8,Braced for Nails,False,1.0,1
1198,0.6354166666666666,Broken Hope,False,6.0,1
1204,0.85,Brood of Hatred,False,1.0,1
1226,0.8,Brutal Rebirth,False,1.0,1
1234,0.8441666666666666,Brutality,False,4.0,1
1236,0.805,Brutally Deceased,False,2.0,1
1239,0.94,Brute Chant,False,1.0,1
1251,0.9,Burial,False,1.0,1
1256,0.86,Burial,False,1.0,1
1261,0.65,Burial Ritual,False,1.0,1
1277,0.8,Burning Caskets,False,1.0,1
1283,0.7433333333333333,Burning Human,False,1.0,1
1307,0.81,Cacodaemon,False,1.0,1
1337,0.975,Caedere,False,1.0,1
1343,0.65,Caliber 666,False,1.0,1
1348,0.8666666666666667,Calm Hatchery,False,3.0,1
1364,0.8292916666666666,Cannabis Corpse,False,4.0,1
1367,0.7848724253043139,Cannibal Corpse,False,13.0,1
1392,0.8265,Cardiac Arrest,False,5.0,1
1401,0.8779999999999999,Carnage,False,1.0,1
1419,0.815,Carnal Tomb,False,1.0,1
1434,0.8,Carnivean,False,1.0,1
1467,0.9,Castigador,False,1.0,1
1484,0.72,Catarrhal,False,1.0,1
1488,0.5966666666666667,Catastrophic,False,1.0,1
1527,0.825,Cemetery Urn,False,2.0,1
1541,0.88,Centimani,False,1.0,1
1542,0.7668518518518518,Centinex,False,9.0,1
1543,0.8344444444444444,Centurian,False,3.0,1
1544,0.7042857142857143,Centurion,False,1.0,1
1567,0.81,Cerekloth,False,1.0,1
1569,0.65,Ceremonial Execution,False,1.0,1
1571,0.9,Ceremony,False,1.0,1
1579,0.775,Chainsaw,False,2.0,1
1582,0.69,Chainsaw Dissection,False,4.0,1
1590,0.8325,Chaos Inception,False,2.0,1
1593,0.7,Chaosbreed,False,1.0,1
1600,0.6,Chaosreign,False,1.0,1
1603,0.815,Chapel of Disease,False,2.0,1
1605,0.825,Charlie Christ,False,1.0,1
1610,0.8,Chemical Disaster,False,1.0,1
1613,0.67,Chloroform Creations,False,1.0,1
1624,0.9,Chronic Decay,False,1.0,1
1627,0.75,Chronic Torment,False,2.0,1
1632,0.7875,Chthe'ilist,False,1.0,1
1634,0.735,Chton,False,1.0,1
1654,0.75,Cirrhosis,False,2.0,1
1660,0.82,Claws,False,1.0,1
1661,0.79,Clemency,False,1.0,1
1662,0.08,Cleric,False,1.0,1
1671,0.9,Coalition,False,1.0,1
1672,0.5,Coathanger Abortion,False,1.0,1
1679,0.7616666666666667,Coercion,False,2.0,1
1690,0.8466666666666667,Coffin Texts,False,2.0,1
1692,0.87,Coffincraft,False,1.0,1
1705,0.8,Coldblood,False,1.0,1
1709,0.6055555555555556,Coldworker,False,3.0,1
1721,0.6666666666666666,Comecon,False,3.0,1
1724,0.75,Commandment,False,1.0,1
1779,0.8,Convent,False,1.0,1
1780,0.845,Convergence from Within,False,1.0,1
1783,0.7877380952380952,Convulse,False,4.0,1
1796,0.85,Core of Desolation,False,1.0,1
1804,0.8,Corporal Punishment,False,1.0,1
1805,0.8,Corporal Punishment,False,1.0,1
1819,0.8666666666666667,Corpse Garden,False,2.0,1
1821,0.7366666666666667,Corpse Grinder,False,3.0,1
1833,0.675,Corpsessed,False,1.0,1
1852,0.8325,Corrosive Carcass,False,1.0,1
1871,0.7833333333333333,Crackdust,False,1.0,1
1884,0.6833333333333332,Crawling Death,False,1.0,1
1890,0.5249999999999999,Created to Kill,False,1.0,1
1921,0.7,Crepitus,False,1.0,1
1929,0.65,Crikey,False,1.0,1
1935,0.9366666666666666,Crimson Thorn,False,3.0,1
1969,0.925,Crown ov Horns,False,1.0,1
1971,0.87,Cruciamentum,False,1.0,1
1975,0.95,Crucifiction,False,1.0,1
1983,0.7,Crucifixion,False,1.0,1
1986,0.84,Cruciform,False,1.0,1
1990,0.835,Crucifyre,False,2.0,1
1999,0.45,Crush Efekt,False,1.0,1
2002,0.67,Crusher,False,1.0,1
2003,0.6966666666666667,Crushing Axes,False,4.0,1
2037,0.7922222222222222,Crypticus,False,3.0,1
2044,0.785,Crystal Age,False,1.0,1
2069,0.65,Cut Up,False,1.0,1
2080,0.65,Cysted,False,1.0,1
2090,0.7166666666666667,D.A.M.N.,False,2.0,1
2099,0.8,D.V.C.,False,1.0,1
2102,0.68,Daemon Foetal Harvest,False,1.0,1
2108,0.6799999999999999,Daemonicus,False,2.0,1
2115,0.65,DAI,False,1.0,1
2143,0.7,Dark Century,False,1.0,1
2147,0.6,Dark Disciple,False,1.0,1
2150,0.84,Dark Faith,False,1.0,1
2168,0.575,Dark Remains,False,2.0,1
2203,0.8655555555555555,Dawn of Azazel,False,3.0,1
2208,0.6344444444444445,Dawn of Demise,False,3.0,1
2210,0.81,Dawn of Disease,False,1.0,1
2219,0.65,Day of Doom,False,1.0,1
2229,0.73,Deacidified,False,1.0,1
2232,0.75,Dead Awaken,False,1.0,1
2234,0.81,Dead Beyond Buried,False,3.0,1
2242,0.8916153846153846,Dead Congregation,False,2.0,1
2245,0.77,Dead Entities' Realm,False,1.0,1
2246,0.8,Dead Eyed Sleeper,False,1.0,1
2256,0.8,Dead Remains,False,1.0,1
2289,0.75,Deadly Spawn,False,1.0,1
2295,0.93,Deadriver Wasteland,False,1.0,1
2309,0.7657142857142857,Death Breath,False,1.0,1
2311,0.3,Death by Design,False,1.0,1
2322,0.0,Death Crowned King,False,1.0,1
2329,0.83,Death Heaven,False,1.0,1
2348,0.85,Death Project,False,1.0,1
2355,1.0,Death Squad,False,1.0,1
2358,0.7999999999999999,Death Strike,False,1.0,1
2383,0.7,Deathcult,False,1.0,1
2388,0.9633333333333334,Deathevokation,False,1.0,1
2394,0.63,Deathless Anguish,False,1.0,1
2401,0.52,Deathquintet,False,1.0,1
2408,0.7350000000000001,Deathstorm,False,1.0,1
2421,0.65,Decapitated,False,1.0,1
2434,0.8483333333333333,Decaying,False,3.0,1
2446,0.7888888888888889,Deception,False,3.0,1
2448,0.94,Decerebration,False,1.0,1
2468,0.86,Decomposed,False,2.0,1
2487,0.7,Decrepit Cadaver,False,1.0,1
2490,0.84,Decrepitaph,False,3.0,1
2496,0.34,Deep,False,1.0,1
2499,0.635,Defaced,False,2.0,1
2500,0.75,Defaced Creation,False,1.0,1
2502,0.65,Defamer,False,1.0,1
2504,0.7,Defect Designer,False,1.0,1
2533,0.8999999999999999,Degial,False,2.0,1
2542,0.8375,Dehuman,False,2.0,1
2550,0.74863301866984,Deicide,False,11.0,1
2557,0.8,Deiquisitor,False,1.0,1
2568,0.44,Delirium X Tremens,False,1.0,1
2569,0.8,Dellamorte,False,1.0,1
2594,0.8972222222222221,Demigod,False,2.0,1
2606,0.7133333333333333,Demiurg,False,3.0,1
2610,0.72,Demogorgon,False,2.0,1
2631,0.7,Demonic Manifestation,False,1.0,1
2633,0.85,Demonic Rage,False,1.0,1
2635,0.8364166666666667,Demonical,False,4.0,1
2651,0.8725,Denial,False,1.0,1
2656,0.85,Deny the Urge,False,1.0,1
2695,0.71,Descend,False,1.0,1
2712,0.7733333333333333,Desecration,False,4.0,1
2718,0.79,Desecrator,False,1.0,1
2721,0.8325,Desecresy,False,4.0,1
2726,0.775,Deserted Fear,False,1.0,1
2734,0.8061111111111111,Desolate Shrine,False,3.0,1
2741,0.695,Desolator,False,1.0,1
2762,0.8150000000000001,Destroying Divinity,False,3.0,1
2769,0.8925000000000001,Deteriorot,False,2.0,1
2797,0.6,Deviant,False,1.0,1
2814,0.7,Devoid of Grace,False,1.0,1
2845,0.85,Dhwesha,False,1.0,1
2847,0.7376666666666667,Diabolic,False,5.0,1
2854,0.75,Diabolical Messiah,False,1.0,1
2856,0.8,Diabolical Sacrilege,False,1.0,1
2862,0.8375,Diamanthian,False,2.0,1
2866,0.8200000000000001,Diavolos,False,1.0,1
2870,0.575,Dictated,False,1.0,1
2878,0.7783333333333333,Dies Irae,False,3.0,1
2882,0.75,Dig Me No Grave,False,1.0,1
2891,0.6616666666666666,Dim Mak,False,2.0,1
2900,0.8,Dira Mortis,False,1.0,1
2913,0.6433333333333333,Disastrous Murmur,False,3.0,1
2920,0.9333333333333332,Disciples of Mockery,False,1.0,1
2924,0.81,Discreation,False,1.0,1
2949,0.6,Disfigure the Insane,False,1.0,1
2951,0.855,Disfigured,False,1.0,1
2953,0.75,Disfigured Dead,False,1.0,1
